s/n,sample_index,sentence,pred_pair_index,pred_cause,pred_effect,pred_causality,pred_sententiality,best_gold_pair_index,gold_cause,gold_effect,gold_causality,gold_sententiality,exact_match,soft_token_overlap_match,soft_pair_score,pred_causality_norm,gold_causality_norm,pred_sententiality_norm,gold_sententiality_norm
27608,31,"The findings suggest significant causal relationships between immune phenotypes and malignant tumors of bone and articular cartilage, with metabolites potentially mediating these relationships. These insights lay the groundwork for further research and could contribute to the development of new biomarkers and treatment strategies",2,These insights,could contribute to the development of new biomarkers and treatment strategies,Explicit,Intra,0,immune phenotypes,malignant tumors of bone,Explicit,Intra,0,1,0.06666666666666667,Explicit,Explicit,Intra,Intra
29279,32,"All results confirm an adverse effect of arsenic exposure on respiratory cancer. In these data, it seems that the healthy worker survivor effect was not strong enough to mask the strong effect of arsenic exposure on respiratory cancer. Nevertheless, several methods show a stronger association between arsenic exposure and respiratory cancer after adjustment for the healthy worker survivor effect, suggesting that for weaker causal associations, studies not controlling for this source of bias will have low power to detect results. Although the G methods are theoretically the most unbiased, further work elucidating the validity of the assumptions underlying lagging, adjustment for work status, and the G methods are needed before clear recommendations can be made",0,arsenic exposure,adverse effect on respiratory cancer,Explicit,Intra,0,arsenic exposure,respiratory cancer,Explicit,Intra,0,1,0.7857142857142858,Explicit,Explicit,Intra,Intra
29279,32,"All results confirm an adverse effect of arsenic exposure on respiratory cancer. In these data, it seems that the healthy worker survivor effect was not strong enough to mask the strong effect of arsenic exposure on respiratory cancer. Nevertheless, several methods show a stronger association between arsenic exposure and respiratory cancer after adjustment for the healthy worker survivor effect, suggesting that for weaker causal associations, studies not controlling for this source of bias will have low power to detect results. Although the G methods are theoretically the most unbiased, further work elucidating the validity of the assumptions underlying lagging, adjustment for work status, and the G methods are needed before clear recommendations can be made",1,healthy worker survivor effect,masking the strong effect of arsenic exposure on respiratory cancer,Implicit,Inter,0,arsenic exposure,respiratory cancer,Explicit,Intra,0,1,0.16666666666666669,Implicit,Explicit,Inter,Intra
29279,32,"All results confirm an adverse effect of arsenic exposure on respiratory cancer. In these data, it seems that the healthy worker survivor effect was not strong enough to mask the strong effect of arsenic exposure on respiratory cancer. Nevertheless, several methods show a stronger association between arsenic exposure and respiratory cancer after adjustment for the healthy worker survivor effect, suggesting that for weaker causal associations, studies not controlling for this source of bias will have low power to detect results. Although the G methods are theoretically the most unbiased, further work elucidating the validity of the assumptions underlying lagging, adjustment for work status, and the G methods are needed before clear recommendations can be made",2,adjustment for the healthy worker survivor effect,stronger association between arsenic exposure and respiratory cancer,Implicit,Inter,0,arsenic exposure,respiratory cancer,Explicit,Intra,0,1,0.2,Implicit,Explicit,Inter,Intra
29279,32,"All results confirm an adverse effect of arsenic exposure on respiratory cancer. In these data, it seems that the healthy worker survivor effect was not strong enough to mask the strong effect of arsenic exposure on respiratory cancer. Nevertheless, several methods show a stronger association between arsenic exposure and respiratory cancer after adjustment for the healthy worker survivor effect, suggesting that for weaker causal associations, studies not controlling for this source of bias will have low power to detect results. Although the G methods are theoretically the most unbiased, further work elucidating the validity of the assumptions underlying lagging, adjustment for work status, and the G methods are needed before clear recommendations can be made",3,studies not controlling for the healthy worker survivor effect,low power to detect results,Implicit,Inter,0,arsenic exposure,respiratory cancer,Explicit,Intra,0,0,0.0,Implicit,Explicit,Inter,Intra
29028,33,The strong association between vaccination with RRV-TV and intussusception among otherwise healthy infants supports the existence of a causal relation. Rotavirus vaccines with an improved safety profile are urgently needed,0,strong association between vaccination with RRV-TV and intussusception,existence of a causal relation,Implicit,Intra,0,Vaccination with RRV-TV,intussusception among otherwise healthy infants,Explicit,Intra,0,1,0.2727272727272727,Implicit,Explicit,Intra,Intra
16469,34,EMRs linked to genomic data in large populations allow replication of GWAS discoveries without additional genotyping costs. This study suggests that genetically raised serum TSH concentrations are causally associated with decreased bone fracture risk in men,0,genetically raised serum TSH concentrations,decreased bone fracture risk,Explicit,Intra,0,Genetically raised serum TSH concentrations,Decreased bone fracture risk in men,Explicit,Intra,0,1,0.9,Explicit,Explicit,Intra,Intra
4966,35,Hypertrophic scars result from abnormal healing following skin injuries,0,abnormal healing following skin injuries,hypertrophic scars,Explicit,Intra,0,abnormal healing following skin injuries,Hypertrophic scars,Explicit,Intra,1,1,1.0,Explicit,Explicit,Intra,Intra
19742,36,"Diagnostic error is a major source of patient suffering. Researchshows that physicians experience frequent interruptions while being engaged with patients and indicate that diagnostic accuracy may be impaired as a result. Since most studies in the field are observational, there is as yet no evidence suggesting a direct causal link between being interrupted and diagnostic error. Theexperiments reported in this article were intended to assess this hypothesis",0,frequent interruptions,diagnostic accuracy may be impaired,Implicit,Intra,0,Diagnostic error,patient suffering,Implicit,Intra,0,0,0.0,Implicit,Implicit,Intra,Intra
6634,37,"In conclusion, this research provides compelling genetic evidence for causal immunomodulatory influences on acne development, thus laying the groundwork for future investigational efforts aimed at uncovering targeted therapeutic strategies in acne management",0,compelling genetic evidence for causal immunomodulatory influences,acne development,Implicit,Intra,0,Immunomodulatory influences,acne development,Explicit,Intra,0,1,0.7222222222222222,Implicit,Explicit,Intra,Intra
17989,39,Wide spectrum of drug reactions were observed in this study. Antimicrobials were the most common causative agents of ACDR,0,Antimicrobials,ACDR,Implicit,Inter,0,Antimicrobials,ACDR,Explicit,Intra,1,1,1.0,Implicit,Explicit,Inter,Intra
12159,40,This intervention can be used as a preventative intervention for suicidal thoughts by targeting PB. These results further confirm PB as a causal risk factor for suicidal thoughts,0,PB,suicidal thoughts,Explicit,Inter,0,PB,risk factor for suicidal thoughts,Explicit,Intra,0,1,0.7857142857142858,Explicit,Explicit,Inter,Intra
27550,41,Our study demonstrates the importance of participation in self-help groups for MOUD treatment recipients. We found that participation in MOUD along with self-help groups caused higher chances of treatment completion than MOUD alone. This suggests that policymakers should consider further integrating self-help groups into the treatment for OUD to improve the adherence and completion rate,0,participation in MOUD along with self-help groups,higher chances of treatment completion,Explicit,Intra,0,participation in MOUD along with self-help groups,higher chances of treatment completion than MOUD alone,Explicit,Intra,0,1,0.8846153846153846,Explicit,Explicit,Intra,Intra
